3137610,67022,SG1591674225,,,888,22,Delete,01,0
3137610,50681,SG1592757138,,,888,22,New,01,0
3137610,50681,SG1592757138,,,888,22,New,01,0
3137610,50681,SG1592757138,,,888,22,New,01,0
3137610,50681,SG1592757138,,,888,22,New,01,0
3137610,50681,SG1592757138,,,888,22,New,01,0
3137610,12601,SG1592760636,,,888,22,New,01,0
3137610,23556,SG1592760687,,,888,22,New,01,0
3137610,12601,SG1592760636,,,888,22,New,01,0
3137610,23556,SG1592760687,,,888,22,New,01,0
3137610,12601,SG1592760636,,,888,22,New,01,0
3137610,23556,SG1592760687,,,888,22,New,01,0
3137610,12601,SG1592760636,,,888,22,New,01,0
3137610,23556,SG1592760687,,,888,22,New,01,0
3137610,12601,SG1592760636,,,888,22,New,01,0
3137610,23556,SG1592760687,,,888,22,New,01,0
3137610,35946,SG1588276716,,,888,22,Delete,01,0
3137610,35407,SG1590510683,,,888,22,Delete,01,0
3137610,47243,SG1590669742,,,888,22,Delete,01,0
3137610,57481,SG1582989765,,,888,22,Delete,01,0
3137610,59947,SG1592795334,,,888,22,New,01,0
3137610,59947,SG1592795334,,,888,22,New,01,0
3137610,59947,SG1592795334,,,888,22,New,01,0
3137610,59947,SG1592795334,,,888,22,New,01,0
3137610,59947,SG1592795334,,,888,22,New,01,0
3137610,47819,SG1592797041,,,888,22,New,01,0
3137610,47819,SG1592797041,,,888,22,New,01,0
3137610,47819,SG1592797041,,,888,22,New,01,0
3137610,47819,SG1592797041,,,888,22,New,01,0
3137610,47819,SG1592797041,,,888,22,New,01,0
3137610,68367,SG1592802616,,,888,22,New,01,0
3137610,68367,SG1592802616,,,888,22,New,01,0
3137610,68367,SG1592802616,,,888,22,New,01,0
3137610,9016,SG1592803599,,,888,22,New,01,0
3137610,68367,SG1592802616,,,888,22,New,01,0
3137610,57156,SG1592803841,,,888,22,New,01,0
3137610,68367,SG1592802616,,,888,22,New,01,0
3137610,9016,SG1592803599,,,888,22,New,01,0
3137610,9016,SG1592803599,,,888,22,New,01,0
3137610,57156,SG1592803841,,,888,22,New,01,0
3137610,9016,SG1592803599,,,888,22,New,01,0
3137610,57156,SG1592803841,,,888,22,New,01,0
3137610,9016,SG1592803599,,,888,22,New,01,0
3137610,57156,SG1592803841,,,888,22,New,01,0
3137610,57156,SG1592803841,,,888,22,New,01,0
3137610,59409,SG1590159664,,,888,22,Delete,01,0
3137610,53271,SG1592814454,,,888,22,New,01,0
3137610,53271,SG1592814454,,,888,22,New,01,0
3137610,53271,SG1592814454,,,888,22,New,01,0
3137610,53271,SG1592814454,,,888,22,New,01,0
3137610,68391,SG1592815983,,,888,22,New,01,0
3137610,53271,SG1592814454,,,888,22,New,01,0
3137610,57860,SG1592816309,,,888,22,New,01,0
3137610,68391,SG1592815983,,,888,22,New,01,0
3137610,68391,SG1592815983,,,888,22,New,01,0
3137610,57860,SG1592816309,,,888,22,New,01,0
3137610,68391,SG1592815983,,,888,22,New,01,0
3137610,57860,SG1592816309,,,888,22,New,01,0
3137610,68391,SG1592815983,,,888,22,New,01,0
3137610,57860,SG1592816309,,,888,22,New,01,0
3137610,57860,SG1592816309,,,888,22,New,01,0
3137610,53271,SG1592814454,,,888,22,Delete,01,0
3137610,11683,SG1592824780,,,888,22,New,01,0
3137610,11683,SG1592824780,,,888,22,Delete,01,0
3137610,11683,SG1592824780,,,888,22,New,01,0
3137610,11683,SG1592824780,,,888,22,New,01,0
3137610,11683,SG1592824780,,,888,22,New,01,0
3137610,11683,SG1592824780,,,888,22,New,01,0
3137610,44750,SG1590628049,,,888,22,Delete,01,0
3137610,53356,SG1592020493,,,888,22,Delete,01,0
3137610,32120,SG1592838252,,,888,22,New,01,0
3137610,32120,SG1592838252,,,888,22,New,01,0
3137610,32120,SG1592838252,,,888,22,New,01,0
3137610,32120,SG1592838252,,,888,22,New,01,0
3137610,32120,SG1592838252,,,888,22,New,01,0
