761404,48592,302618048592,,,888,28,New,01,0
761404,51249,302618451249,,,888,28,New,01,0
761404,16060,3011944,,,888,28,Delete,01,0
761404,32008,3020629,,,888,28,Delete,01,0
761404,50334,302595350334,,,888,28,Delete,01,0
761404,51331,302621451331,,,888,28,New,01,0
761404,36017,302263136017,,,888,28,Delete,01,0
761404,35819,302292235819,,,888,28,Delete,01,0
761404,41741,302622341741,,,888,01,New,01,0
761404,48850,302559248850,,,888,01,Delete,01,0
761404,48850,302559248850,,,888,01,Delete,01,0
761404,49423,302576449423,,,888,01,Delete,01,0
