761404,35379,302240535379,,,888,01,New,01,0
761404,34616,3021901,,,888,01,Delete,01,0
761404,34076,3021792,,,888,01,Delete,01,0
761404,3632,3022047,,,888,01,Delete,01,0
761404,21790,3021595,,,888,01,Delete,01,0
761404,32940,3021071,,,888,01,Delete,01,0
761404,35657,302243335657,,,888,01,New,01,0
761404,35606,302243635606,,,888,01,New,01,0
761404,35660,302243735660,,,888,01,New,01,0
761404,34755,3021986,,,888,01,Delete,01,0
761404,34318,3021785,,,888,01,Delete,01,0
761404,35533,302239735533,,,888,01,Delete,01,0
761404,35751,302247935751,,,888,01,New,01,0
761404,34416,3021796,,,888,01,Delete,01,0
761404,28045,3017423,,,888,01,Delete,01,0
