761404,32723,3021083,,,888,20,New,01,0
761404,10651,3021086,,,888,20,New,01,0
761404,33036,3021090,,,888,20,New,01,0
761404,15966,3011924,,,888,20,Delete,01,0
761404,33046,3021093,,,888,20,New,01,0
761404,31751,3021094,,,888,20,New,01,0
761404,31751,3021094,,,888,20,Delete,01,0
761404,27174,3021096,,,888,20,New,01,0
761404,27174,3016559,,,888,20,Delete,01,0
761404,33048,3021097,,,888,20,New,01,0
761404,33054,3021106,,,888,20,New,01,0
761404,33054,3021106,,,888,20,Delete,01,0
761404,33054,3021106,,,888,20,Delete,01,0
761404,29317,3018494,,,888,20,Delete,01,0
