761404,68833,305297168833,,,888,28,New,01,0
761404,68889,305298668889,,,888,28,New,01,0
761404,67033,305243967033,,,888,28,Delete,01,0
761404,68902,305300568902,,,888,28,New,01,0
761404,68902,305300568902,,,888,28,Delete,01,0
761404,33132,305300933132,,,888,28,New,01,0
761404,65097,305292965097,,,888,28,Delete,01,0
761404,43526,305301143526,,,888,28,New,01,0
761404,51950,305301251950,,,888,28,New,01,0
761404,55156,305302255156,,,888,01,New,01,0
761404,66923,305240166923,,,888,01,Delete,01,0
761404,12290,305302312290,,,888,01,New,01,0
761404,12290,305302312290,,,888,01,Delete,01,0
761404,57127,305250457127,,,888,01,Delete,01,0
761404,52739,305277752739,,,888,01,Delete,01,0
761404,69147,305304069147,,,888,01,New,01,0
