761404,34626,302246034626,,,888,01,New,01,0
761404,10521,3014306,,,888,01,Delete,01,0
761404,41476,302393241476,,,888,01,Delete,01,0
761404,40167,302437640167,,,888,01,New,01,0
761404,36017,302263136017,,,888,01,Delete,01,0
761404,35961,302267935961,,,888,01,Delete,01,0
761404,32565,302436932565,,,888,01,New,01,0
761404,39495,302337339495,,,888,01,Delete,01,0
761404,35379,302240535379,,,888,01,Delete,01,0
761404,38266,302310638266,,,888,01,Delete,01,0
761404,41668,302439441668,,,888,01,New,01,0
761404,41927,302439641927,,,888,01,New,01,0
761404,41192,302419241192,,,888,01,Delete,01,0
761404,34387,302441234387,,,888,01,New,01,0

761404,42568,302442242568,,,888,01,New,01,0
761404,31772,302413531772,,,888,01,Delete,01,0
761404,32067,302443032067,,,888,01,New,01,0
761404,32067,3020663,,,888,01,Delete,01,0
761404,7286,30234317286,,,888,01,Delete,01,0
761404,42606,302443442606,,,888,01,New,01,0
761404,42662,302444442662,,,888,01,New,01,0
761404,302442742016,42016,,,888,1,new,01,0
761404,42629,302444842629,,,888,01,New,01,0
761404,36142,302271036142,,,888,01,Delete,01,0
761404,42449,302445842449,,,888,01,New,01,0
761404,42438,302435942438,,,888,01,Delete,01,0
761404,36145,302270936145,,,888,01,Delete,01,0
761404,42707,302446642707,,,888,01,New,01,0
761404,39887,302446839887,,,888,01,New,01,0
761404,12370,302446912370,,,888,01,New,01,0
761404,42662,302444442662,,,888,01,Delete,01,0
761404,42552,302448642552,,,888,01,New,01,0
761404,42733,302448942733,,,888,01,New,01,0
761404,42763,302449142763,,,888,01,New,01,0
761404,42764,302449242764,,,888,01,New,01,0

761404,34626,302246034626,,,888,01,Delete,01,0
761404,42449,302445842449,,,888,01,Delete,01,0
