761404,12258,3022007,,,888,15,Delete,01,0
761404,35054,3022157,,,888,15,Delete,01,0
761404,44311,302493244311,,,888,15,New,01,0
761404,40983,302380540983,,,888,15,Delete,01,0
761404,27487,302333527487,,,888,15,Delete,01,0
761404,27487,302333527487,,,888,15,Delete,01,0
761404,27487,302333527487,,,888,15,Delete,01,0
761404,27487,302333527487,,,888,15,Delete,01,0
761404,27487,302333527487,,,888,15,Delete,01,0
761404,35223,3022249,,,888,15,Delete,01,0
761404,27487,302333527487,,,888,15,Delete,01,0
761404,27487,302333527487,,,888,15,Delete,01,0
761404,41317,302389241317,,,888,15,Delete,01,0
761404,41317,302389241317,,,888,15,Delete,01,0
761404,42959,302493942959,,,888,15,New,01,0
761404,42552,302448642552,,,888,15,Delete,01,0
761404,44334,302494344334,,,888,15,New,01,0
761404,32973,302264332973,,,888,15,Delete,01,0
761404,31398,3020191,,,888,15,Delete,01,0
761404,22998,3013996,,,888,15,Delete,01,0
