761404,26347,3015974,,,888,18,Delete,01,0
761404,30884,3019658,,,888,18,Delete,01,0
761404,30884,3019658,,,888,18,Delete,01,0
761404,32189,3021017,,,888,18,New,01,0
761404,32849,3021018,,,888,18,New,01,0
761404,32782,3021006,,,888,18,Delete,01,0
761404,31747,3020517,,,888,18,Delete,01,0
761404,32883,3021025,,,888,18,New,01,0
761404,27657,3021027,,,888,18,New,01,0
761404,32883,3021025,,,888,18,Delete,01,0
761404,10467,3020743,,,888,18,Delete,01,0
761404,19655,3021031,,,888,18,New,01,0
761404,21515,3013075,,,888,18,Delete,01,0
