761404,10467,3021770,,,888,09,New,01,0
761404,3649,3021777,,,888,09,New,01,0
761404,3649,3021777,,,888,09,Delete,01,0
761404,3649,3021777,,,888,09,Delete,01,0
761404,3649,3021777,,,888,09,Delete,01,0
761404,31158,3019916,,,888,09,Delete,01,0
761404,31158,3019916,,,888,09,Delete,01,0
761404,34391,3021782,,,888,09,New,01,0
761404,33272,3021216,,,888,09,Delete,01,0
761404,34398,3021783,,,888,09,New,01,0
761404,34318,3021785,,,888,09,New,01,0
761404,34391,3021782,,,888,09,Delete,01,0
761404,18860,3017442,,,888,09,Delete,01,0
761404,14602,3012544,,,888,09,Delete,01,0
761404,14602,3012544,,,888,09,Delete,01,0
761404,25968,3021790,,,888,09,New,01,0
761404,34076,3021792,,,888,09,New,01,0
761404,34076,3021792,,,888,09,Delete,01,0
761404,34416,3021796,,,888,09,New,01,0
761404,34416,3021796,,,888,09,Delete,01,0
