761404,13835,3017413,,,888,28,Delete,01,0
761404,43390,302465743390,,,888,28,Delete,01,0
761404,44311,302493244311,,,888,28,Delete,01,0
761404,46963,302535546963,,,888,28,New,01,0
761404,46963,302535546963,,,888,28,Delete,01,0
761404,44419,302536644419,,,888,28,New,01,0
761404,40350,302471140350,,,888,28,Delete,01,0
761404,25470,302537725470,,,888,28,New,01,0
761404,40781,302404840781,,,888,28,Delete,01,0
761404,22838,3013997,,,888,28,Delete,01,0
761404,47501,302535747501,,,888,28,Delete,01,0
761404,48121,302545248121,,,888,01,New,01,0
761404,24465,302545724465,,,888,01,New,01,0
761404,11089,3010818,,,888,01,Delete,01,0
761404,47856,302547247856,,,888,01,New,01,0
