761404,71091,305367171091,,,888,26,New,01,0
761404,60745,305216060745,,,888,26,Delete,01,0
761404,65428,305229465428,,,888,26,Delete,01,0
761404,71080,305368171080,,,888,26,New,01,0
761404,71091,305367171091,,,888,26,Delete,01,0
761404,69506,305358569506,,,888,26,Delete,01,0
761404,40824,305368240824,,,888,26,New,01,0
761404,40824,305368240824,,,888,26,Delete,01,0
761404,39302,302348039302,,,888,26,Delete,01,0
761404,71128,305368271128,,,888,26,New,01,0
761404,71128,305368271128,,,888,26,Delete,01,0
