3137610,23187,SG1587835070,,,888,26,New,01,0
3137610,26133,SG1585387188,,,888,26,Delete,01,0
3137610,33278,SG1587849532,,,888,26,New,01,0
3137610,59749,SG1585656851,,,888,26,Delete,01,0
3137610,59749,SG1585656851,,,888,26,Delete,01,0
3137610,56924,SG1587872727,,,888,26,New,01,0
3137610,62225,SG1587875722,,,888,26,New,01,0
3137610,47249,SG1583024194,,,888,26,Delete,01,0
3137610,35751,SG1582657786,,,888,26,Delete,01,0
3137610,59874,SG1587886742,,,888,26,New,01,0
3137610,21217,SG1587888073,,,888,26,New,01,0
3137610,62214,SG1587906527,,,888,26,New,01,0
3137610,61606,SG1587343106,,,888,26,Delete,01,0
3137610,61606,SG1587343106,,,888,26,Delete,01,0
3137610,53098,SG1587914937,,,888,26,New,01,0
