3137610,57860,SG1583390689,,,888,11,Delete,01,0
3137610,60811,SG1586550209,,,888,11,New,01,0
3137610,19826,SG1586558805,,,888,11,New,01,0
3137610,60721,SG1586583416,,,888,11,New,01,0
3137610,60721,SG1586583416,,,888,11,Delete,01,0
3137610,60721,SG1586583416,,,888,11,New,01,0
3137610,26697,SG1586600435,,,888,11,New,01,0
3137610,26697,SG1586600435,,,888,11,New,01,0
3137610,60852,SG1586606112,,,888,11,New,01,0
3137610,60852,SG1586606112,,,888,11,New,01,0
3137610,60852,SG1586606112,,,888,11,Delete,01,0
3137610,60871,SG1586611628,,,888,11,New,01,0
3137610,60871,SG1586611628,,,888,11,New,01,0
3137610,35751,SG1586616303,,,888,11,New,01,0
3137610,35751,SG1586616303,,,888,11,New,01,0
3137610,60800,SG1586617785,,,888,11,New,01,0
3137610,58853,SG1584720673,,,888,11,Delete,01,0
3137610,58853,SG1584720673,,,888,11,Delete,01,0
3137610,58853,SG1584720673,,,888,11,Delete,01,0
3137610,60800,SG1586617785,,,888,11,New,01,0
3137610,60639,SG1586619007,,,888,11,New,01,0
